"","Year","Country","Happiness.Rank","Happiness.Score","Economy..GDP.per.Capita.","Health..Life.Expectancy.","Family","Freedom","Trust..Government.Corruption.","Generosity","Dystopia.Residual"
"1","2015","Switzerland","1",7.587,1.39651,0.94143,1.34951,0.66557,0.41978,0.29678,2.51738
"2","2015","Iceland","2",7.561,1.30232,0.94784,1.40223,0.62877,0.14145,0.4363,2.70201
"3","2015","Denmark","3",7.527,1.32548,0.87464,1.36058,0.64938,0.48357,0.34139,2.49204
"4","2015","Norway","4",7.522,1.459,0.88521,1.33095,0.66973,0.36503,0.34699,2.46531
"5","2015","Canada","5",7.427,1.32629,0.90563,1.32261,0.63297,0.32957,0.45811,2.45176
"6","2015","Finland","6",7.406,1.29025,0.88911,1.31826,0.64169,0.41372,0.23351,2.61955
"7","2015","Netherlands","7",7.378,1.32944,0.89284,1.28017,0.61576,0.31814,0.4761,2.4657
"8","2015","Sweden","8",7.364,1.33171,0.91087,1.28907,0.6598,0.43844,0.36262,2.37119
"9","2015","New Zealand","9",7.286,1.25018,0.90837,1.31967,0.63938,0.42922,0.47501,2.26425
"10","2015","Australia","10",7.284,1.33358,0.93156,1.30923,0.65124,0.35637,0.43562,2.26646
"11","2015","Israel","11",7.278,1.22857,0.91387,1.22393,0.41319,0.07785,0.33172,3.08854
"12","2015","Costa Rica","12",7.226,0.95578,0.86027,1.23788,0.63376,0.10583,0.25497,3.17728
"13","2015","Austria","13",7.2,1.33723,0.89042,1.29704,0.62433,0.18676,0.33088,2.5332
"14","2015","Mexico","14",7.187,1.02054,0.81444,0.91451,0.48181,0.21312,0.14074,3.60214
"15","2015","United States","15",7.119,1.39451,0.86179,1.24711,0.54604,0.1589,0.40105,2.51011
"16","2015","Brazil","16",6.983,0.98124,0.69702,1.23287,0.49049,0.17521,0.14574,3.26001
"17","2015","Luxembourg","17",6.946,1.56391,0.91894,1.21963,0.61583,0.37798,0.28034,1.96961
"18","2015","Ireland","18",6.94,1.33596,0.89533,1.36948,0.61777,0.28703,0.45901,1.9757
"19","2015","Belgium","19",6.937,1.30782,0.89667,1.28566,0.5845,0.2254,0.2225,2.41484
"20","2015","United Arab Emirates","20",6.901,1.42727,0.80925,1.12575,0.64157,0.38583,0.26428,2.24743
"21","2015","United Kingdom","21",6.867,1.26637,0.90943,1.28548,0.59625,0.32067,0.51912,1.96994
"22","2015","Oman","22",6.853,1.36011,0.76276,1.08182,0.63274,0.32524,0.21542,2.47489
"23","2015","Venezuela","23",6.81,1.04424,0.72052,1.25596,0.42908,0.11069,0.05841,3.19131
"24","2015","Singapore","24",6.798,1.52186,1.02525,1.02,0.54252,0.4921,0.31105,1.88501
"25","2015","Panama","25",6.786,1.06353,0.79661,1.1985,0.5421,0.0927,0.24434,2.84848
"26","2015","Germany","26",6.75,1.32792,0.89186,1.29937,0.61477,0.21843,0.28214,2.11569
"27","2015","Chile","27",6.67,1.10715,0.85857,1.12447,0.44132,0.12869,0.33363,2.67585
"28","2015","Qatar","28",6.611,1.69042,0.79733,1.0786,0.6404,0.52208,0.32573,1.55674
"29","2015","France","29",6.575,1.27778,0.94579,1.26038,0.55011,0.20646,0.12332,2.21126
"30","2015","Argentina","30",6.574,1.05351,0.78723,1.24823,0.44974,0.08484,0.11451,2.836
"31","2015","Czech Republic","31",6.505,1.17898,0.84483,1.20643,0.46364,0.02652,0.10686,2.67782
"32","2015","Uruguay","32",6.485,1.06166,0.8116,1.2089,0.60362,0.24558,0.2324,2.32142
"33","2015","Colombia","33",6.477,0.91861,0.69077,1.24018,0.53466,0.0512,0.18401,2.85737
"34","2015","Thailand","34",6.455,0.9669,0.7385,1.26504,0.55664,0.03187,0.5763,2.31945
"35","2015","Saudi Arabia","35",6.411,1.39541,0.72025,1.08393,0.31048,0.32524,0.13706,2.43872
"36","2015","Spain","36",6.329,1.23011,0.95562,1.31379,0.45951,0.06398,0.18227,2.12367
"37","2015","Malta","37",6.302,1.2074,0.88721,1.30203,0.60365,0.13586,0.51752,1.6488
"38","2015","Taiwan","38",6.298,1.29098,0.8753,1.07617,0.3974,0.08129,0.25376,2.32323
"39","2015","Kuwait","39",6.295,1.55422,0.72492,1.16594,0.55499,0.25609,0.16228,1.87634
"40","2015","Suriname","40",6.269,0.99534,0.6082,0.972,0.59657,0.13633,0.16991,2.79094
"41","2015","Trinidad and Tobago","41",6.168,1.21183,0.61483,1.18354,0.55884,0.0114,0.31844,2.26882
"42","2015","El Salvador","42",6.13,0.76454,0.67737,1.02507,0.4035,0.11776,0.10692,3.035
"43","2015","Guatemala","43",6.123,0.74553,0.64425,1.04356,0.57733,0.09472,0.27489,2.74255
"44","2015","Uzbekistan","44",6.003,0.63244,0.59772,1.34043,0.65821,0.30826,0.22837,2.23741
"45","2015","Slovakia","45",5.995,1.16891,0.78902,1.26999,0.31751,0.03431,0.16893,2.24639
"46","2015","Japan","46",5.987,1.27074,0.99111,1.25712,0.49615,0.1806,0.10705,1.68435
"47","2015","South Korea","47",5.984,1.24461,0.96538,0.95774,0.33208,0.07857,0.18557,2.21978
"48","2015","Ecuador","48",5.975,0.86402,0.79075,0.99903,0.48574,0.1809,0.11541,2.53942
"49","2015","Bahrain","49",5.96,1.32376,0.74716,1.21624,0.45492,0.306,0.17362,1.73797
"50","2015","Italy","50",5.948,1.25114,0.95446,1.19777,0.26236,0.02901,0.22823,2.02518
"51","2015","Bolivia","51",5.89,0.68133,0.5392,0.97841,0.57414,0.088,0.20536,2.82334
"52","2015","Moldova","52",5.889,0.59448,0.61826,1.01528,0.32818,0.01615,0.20951,3.10712
"53","2015","Paraguay","53",5.878,0.75985,0.66098,1.30477,0.53899,0.08242,0.3424,2.18896
"54","2015","Kazakhstan","54",5.855,1.12254,0.64368,1.12241,0.51649,0.08454,0.11827,2.24729
"55","2015","Slovenia","55",5.848,1.18498,0.87337,1.27385,0.60855,0.03787,0.25328,1.61583
"56","2015","Lithuania","56",5.833,1.14723,0.73128,1.25745,0.21342,0.01031,0.02641,2.44649
"57","2015","Nicaragua","57",5.828,0.59325,0.74314,1.14184,0.55475,0.19317,0.27815,2.32407
"58","2015","Peru","58",5.824,0.90019,0.73017,0.97459,0.41496,0.05989,0.14982,2.5945
"59","2015","Belarus","59",5.813,1.03192,0.73608,1.23289,0.37938,0.1909,0.11046,2.1309
"60","2015","Poland","60",5.791,1.12555,0.77903,1.27948,0.53122,0.04212,0.16759,1.86565
"61","2015","Malaysia","61",5.77,1.12486,0.72394,1.07023,0.53024,0.10501,0.33075,1.88541
"62","2015","Croatia","62",5.759,1.08254,0.78805,0.79624,0.25883,0.0243,0.05444,2.75414
"63","2015","Libya","63",5.754,1.13145,0.7038,1.11862,0.41668,0.11023,0.18295,2.09066
"64","2015","Russia","64",5.716,1.13764,0.66926,1.23617,0.36679,0.03005,0.00199,2.27394
"65","2015","Jamaica","65",5.709,0.81038,0.68741,1.15102,0.50442,0.02299,0.2123,2.32038
"66","2015","North Cyprus","66",5.695,1.20806,0.92356,1.07008,0.49027,0.1428,0.26169,1.59888
"67","2015","Cyprus","67",5.689,1.20813,0.92356,0.89318,0.40672,0.06146,0.30638,1.88931
"68","2015","Algeria","68",5.605,0.93929,0.61766,1.07772,0.28579,0.17383,0.07822,2.43209
"69","2015","Kosovo","69",5.589,0.80148,0.63132,0.81198,0.24749,0.04741,0.2831,2.76579
"70","2015","Turkmenistan","70",5.548,0.95847,0.53886,1.22668,0.4761,0.30844,0.16979,1.86984
"71","2015","Mauritius","71",5.477,1.00761,0.7095,0.98521,0.56066,0.07521,0.37744,1.76145
"72","2015","Hong Kong","72",5.474,1.38604,1.01328,1.05818,0.59608,0.37124,0.39478,0.65429
"73","2015","Estonia","73",5.429,1.15174,0.77361,1.22791,0.44888,0.15184,0.0868,1.58782
"74","2015","Indonesia","74",5.399,0.82827,0.63793,1.08708,0.46611,0,0.51535,1.86399
"75","2015","Vietnam","75",5.36,0.63216,0.74676,0.91226,0.59444,0.10441,0.1686,2.20173
"76","2015","Turkey","76",5.332,1.06098,0.73172,0.94632,0.22815,0.15746,0.12253,2.08528
"77","2015","Kyrgyzstan","77",5.286,0.47428,0.65088,1.15115,0.43477,0.04232,0.3003,2.2327
"78","2015","Nigeria","78",5.268,0.65435,0.16007,0.90432,0.34334,0.0403,0.27233,2.89319
"79","2015","Bhutan","79",5.253,0.77042,0.57407,1.10395,0.53206,0.15445,0.47998,1.63794
"80","2015","Azerbaijan","80",5.212,1.02389,0.64045,0.93793,0.3703,0.16065,0.07799,2.00073
"81","2015","Pakistan","81",5.194,0.59543,0.51466,0.41411,0.12102,0.10464,0.33671,3.10709
"82","2015","Jordan","82",5.192,0.90198,0.69639,1.05392,0.40661,0.14293,0.11053,1.87996
"83","2015","Montenegro","82",5.192,0.97438,0.72521,0.90557,0.1826,0.14296,0.1614,2.10017
"84","2015","China","84",5.14,0.89012,0.81658,0.94675,0.51697,0.02781,0.08185,1.8604
"85","2015","Zambia","85",5.129,0.47038,0.29924,0.91612,0.48827,0.12468,0.19591,2.6343
"86","2015","Romania","86",5.124,1.04345,0.7689,0.88588,0.35068,0.00649,0.13748,1.93129
"87","2015","Serbia","87",5.123,0.92053,0.74836,1.00964,0.20107,0.02617,0.19231,2.025
"88","2015","Portugal","88",5.102,1.15991,0.87519,1.13935,0.51469,0.01078,0.13719,1.26462
"89","2015","Latvia","89",5.098,1.11312,0.72437,1.09562,0.29671,0.06332,0.18226,1.62215
"90","2015","Philippines","90",5.073,0.70532,0.58114,1.03516,0.62545,0.12279,0.24991,1.7536
"91","2015","Somaliland region","91",5.057,0.18847,0.43873,0.95152,0.46582,0.39928,0.50318,2.11032
"92","2015","Morocco","92",5.013,0.73479,0.60954,0.64095,0.41691,0.08546,0.07172,2.45373
"93","2015","Macedonia","93",5.007,0.91851,0.73545,1.00232,0.33457,0.05327,0.22359,1.73933
"94","2015","Mozambique","94",4.971,0.08308,0.09131,1.02626,0.34037,0.15603,0.22269,3.05137
"95","2015","Albania","95",4.959,0.87867,0.81325,0.80434,0.35733,0.06413,0.14272,1.89894
"96","2015","Bosnia and Herzegovina","96",4.949,0.83223,0.79081,0.91916,0.09245,0.00227,0.24808,2.06367
"97","2015","Lesotho","97",4.898,0.37545,0.07612,1.04103,0.31767,0.12504,0.16388,2.79832
"98","2015","Dominican Republic","98",4.885,0.89537,0.66825,1.17202,0.57672,0.14234,0.21684,1.21305
"99","2015","Laos","99",4.876,0.59066,0.54909,0.73803,0.59591,0.24249,0.42192,1.73799
"100","2015","Mongolia","100",4.874,0.82819,0.60268,1.3006,0.43626,0.02666,0.3323,1.34759
"101","2015","Swaziland","101",4.867,0.71206,0.07566,1.07284,0.30658,0.0306,0.18259,2.48676
"102","2015","Greece","102",4.857,1.15406,0.88213,0.92933,0.07699,0.01397,0,1.80101
"103","2015","Lebanon","103",4.839,1.02564,0.83947,0.80001,0.33916,0.04582,0.21854,1.57059
"104","2015","Hungary","104",4.8,1.12094,0.75905,1.20215,0.32112,0.02758,0.128,1.24074
"105","2015","Honduras","105",4.788,0.59532,0.6951,0.95348,0.40148,0.06825,0.23027,1.84408
"106","2015","Tajikistan","106",4.786,0.39047,0.57379,0.85563,0.47216,0.15072,0.22974,2.11399
"107","2015","Tunisia","107",4.739,0.88113,0.73793,0.60429,0.26268,0.06358,0.06431,2.12466
"108","2015","Palestinian Territories","108",4.715,0.59867,0.66015,0.92558,0.24499,0.12905,0.11251,2.04384
"109","2015","Bangladesh","109",4.694,0.39753,0.60164,0.43106,0.4082,0.12569,0.21222,2.51767
"110","2015","Iran","110",4.686,1.0088,0.69805,0.54447,0.30033,0.05863,0.38086,1.6944
"111","2015","Ukraine","111",4.681,0.79907,0.6739,1.20278,0.25123,0.02961,0.15275,1.5714
"112","2015","Iraq","112",4.677,0.98549,0.60237,0.81889,0,0.13788,0.17922,1.95335
"113","2015","South Africa","113",4.642,0.92049,0.27688,1.18468,0.33207,0.08884,0.11973,1.71956
"114","2015","Ghana","114",4.633,0.54558,0.40132,0.67954,0.42342,0.04355,0.23087,2.30919
"115","2015","Zimbabwe","115",4.61,0.271,0.33475,1.03276,0.25861,0.08079,0.18987,2.44191
"116","2015","Liberia","116",4.571,0.0712,0.34201,0.78968,0.28531,0.06232,0.24362,2.77729
"117","2015","India","117",4.565,0.64499,0.51529,0.38174,0.39786,0.08492,0.26475,2.27513
"118","2015","Sudan","118",4.55,0.52107,0.36878,1.01404,0.10081,0.1466,0.19062,2.20857
"119","2015","Haiti","119",4.518,0.26673,0.38847,0.74302,0.24425,0.17175,0.46187,2.24173
"120","2015","Congo (Kinshasa)","120",4.517,0,0.09806,1.0012,0.22605,0.07625,0.24834,2.86712
"121","2015","Nepal","121",4.514,0.35997,0.56874,0.86449,0.38282,0.05907,0.32296,1.95637
"122","2015","Ethiopia","122",4.512,0.19073,0.44055,0.60406,0.4345,0.15048,0.24325,2.44876
"123","2015","Sierra Leone","123",4.507,0.33024,0,0.95571,0.4084,0.08786,0.21488,2.51009
"124","2015","Mauritania","124",4.436,0.45407,0.35874,0.86908,0.24232,0.17461,0.219,2.11773
"125","2015","Kenya","125",4.419,0.36471,0.41435,0.99876,0.42215,0.05839,0.37542,1.78555
"126","2015","Djibouti","126",4.369,0.44025,0.36291,0.59207,0.46074,0.28105,0.18093,2.05125
"127","2015","Armenia","127",4.35,0.76821,0.7299,0.77711,0.19847,0.039,0.07855,1.75873
"128","2015","Botswana","128",4.332,0.99355,0.04776,1.10464,0.49495,0.12474,0.10461,1.46181
"129","2015","Myanmar","129",4.307,0.27108,0.48246,0.70905,0.44017,0.19034,0.79588,1.41805
"130","2015","Georgia","130",4.297,0.7419,0.72926,0.38562,0.40577,0.38331,0.05547,1.59541
"131","2015","Malawi","131",4.292,0.01604,0.22562,0.41134,0.43054,0.06977,0.33128,2.80791
"132","2015","Sri Lanka","132",4.271,0.83524,0.70806,1.01905,0.53726,0.09179,0.40828,0.67108
"133","2015","Cameroon","133",4.252,0.4225,0.23402,0.88767,0.49309,0.05786,0.20618,1.95071
"134","2015","Bulgaria","134",4.218,1.01216,0.76649,1.10614,0.30587,0.00872,0.11921,0.89991
"135","2015","Egypt","135",4.194,0.8818,0.61712,0.747,0.17288,0.06324,0.11291,1.59927
"136","2015","Yemen","136",4.077,0.54649,0.40064,0.68093,0.35571,0.07854,0.09131,1.92313
"137","2015","Angola","137",4.033,0.75778,0.16683,0.8604,0.10384,0.07122,0.12344,1.94939
"138","2015","Mali","138",3.995,0.26074,0.20583,1.03526,0.38857,0.12352,0.18798,1.79293
"139","2015","Congo (Brazzaville)","139",3.989,0.67866,0.31051,0.6629,0.41466,0.11686,0.12388,1.68135
"140","2015","Comoros","140",3.956,0.23906,0.36315,0.79273,0.22917,0.199,0.17441,1.95812
"141","2015","Uganda","141",3.931,0.21102,0.33861,1.13299,0.45727,0.07267,0.29066,1.42766
"142","2015","Senegal","142",3.904,0.36498,0.4354,0.97619,0.36772,0.10713,0.20843,1.44395
"143","2015","Gabon","143",3.896,1.06024,0.43372,0.90528,0.31914,0.11091,0.06822,0.99895
"144","2015","Niger","144",3.845,0.0694,0.29707,0.77265,0.47692,0.15639,0.19387,1.87877
"145","2015","Cambodia","145",3.819,0.46038,0.61114,0.62736,0.66246,0.07247,0.40359,0.98195
"146","2015","Tanzania","146",3.781,0.2852,0.38215,1.00268,0.32878,0.05747,0.34377,1.38079
"147","2015","Madagascar","147",3.681,0.20824,0.46721,0.66801,0.19184,0.08124,0.21333,1.851
"148","2015","Central African Republic","148",3.678,0.0785,0.06699,1.34951,0.48879,0.08289,0.23835,2.7223
"149","2015","Chad","149",3.667,0.34193,0.1501,0.76062,0.23501,0.05269,0.18386,1.94296
"150","2015","Guinea","150",3.656,0.17417,0.24009,0.46475,0.37725,0.12139,0.28657,1.99172
"151","2015","Ivory Coast","151",3.655,0.46534,0.15185,0.77115,0.46866,0.17922,0.20165,1.41723
"152","2015","Burkina Faso","152",3.587,0.25812,0.27125,0.85188,0.39493,0.12832,0.21747,1.46494
"153","2015","Afghanistan","153",3.575,0.31982,0.30335,0.30285,0.23414,0.09719,0.3651,1.9521
"154","2015","Rwanda","154",3.465,0.22208,0.42864,0.7737,0.59201,0.55191,0.22628,0.67042
"155","2015","Benin","155",3.34,0.28665,0.3191,0.35386,0.4845,0.0801,0.1826,1.63328
"156","2015","Syria","156",3.006,0.6632,0.72193,0.47489,0.15684,0.18906,0.47179,0.32858
"157","2015","Burundi","157",2.905,0.0153,0.22396,0.41587,0.1185,0.10062,0.19727,1.83302
"158","2015","Togo","158",2.839,0.20868,0.28443,0.13995,0.36453,0.10731,0.16681,1.56726
"159","2016","Denmark","1",7.526,1.44178,0.79504,1.16374,0.57941,0.44453,0.36171,2.73939
"160","2016","Switzerland","2",7.509,1.52733,0.86303,1.14524,0.58557,0.41203,0.28083,2.69463
"161","2016","Iceland","3",7.501,1.42666,0.86733,1.18326,0.56624,0.14975,0.47678,2.83137
"162","2016","Norway","4",7.498,1.57744,0.79579,1.1269,0.59609,0.35776,0.37895,2.66465
"163","2016","Finland","5",7.413,1.40598,0.81091,1.13464,0.57104,0.41004,0.25492,2.82596
"164","2016","Canada","6",7.404,1.44015,0.8276,1.0961,0.5737,0.31329,0.44834,2.70485
"165","2016","Netherlands","7",7.339,1.46468,0.81231,1.02912,0.55211,0.29927,0.47416,2.70749
"166","2016","New Zealand","8",7.334,1.36066,0.83096,1.17278,0.58147,0.41904,0.49401,2.47553
"167","2016","Australia","9",7.313,1.44443,0.8512,1.10476,0.56837,0.32331,0.47407,2.5465
"168","2016","Sweden","10",7.291,1.45181,0.83121,1.08764,0.58218,0.40867,0.38254,2.54734
"169","2016","Israel","11",7.267,1.33766,0.84917,0.99537,0.36432,0.08728,0.32288,3.31029
"170","2016","Austria","12",7.119,1.45038,0.80565,1.08383,0.54355,0.21348,0.32865,2.69343
"171","2016","United States","13",7.104,1.50796,0.779,1.04782,0.48163,0.14868,0.41077,2.72782
"172","2016","Costa Rica","14",7.087,1.06879,0.76146,1.02152,0.55225,0.10547,0.22553,3.35168
"173","2016","Puerto Rico","15",7.039,1.35943,0.77758,1.08113,0.46823,0.12275,0.22202,3.0076
"174","2016","Germany","16",6.994,1.44787,0.81487,1.09774,0.53466,0.28551,0.30452,2.50931
"175","2016","Brazil","17",6.952,1.08754,0.61415,1.03938,0.40425,0.14166,0.15776,3.50733
"176","2016","Belgium","18",6.929,1.42539,0.81959,1.05249,0.51354,0.26248,0.2424,2.61355
"177","2016","Ireland","19",6.907,1.48341,0.81455,1.16157,0.54008,0.29754,0.44963,2.15988
"178","2016","Luxembourg","20",6.871,1.69752,0.84542,1.03999,0.5487,0.35329,0.27571,2.11055
"179","2016","Mexico","21",6.778,1.11508,0.71143,0.7146,0.37709,0.18355,0.11735,3.55906
"180","2016","Singapore","22",6.739,1.64555,0.94719,0.86758,0.4877,0.46987,0.32706,1.99375
"181","2016","United Kingdom","23",6.725,1.40283,0.80991,1.08672,0.50036,0.27399,0.50156,2.14999
"182","2016","Chile","24",6.705,1.2167,0.81883,0.90587,0.37789,0.11451,0.31595,2.95505
"183","2016","Panama","25",6.701,1.18306,0.70835,0.98912,0.48927,0.08423,0.2418,3.00559
"184","2016","Argentina","26",6.65,1.15137,0.69711,1.06612,0.42284,0.07296,0.10989,3.12985
"185","2016","Czech Republic","27",6.596,1.30915,0.76376,1.00793,0.41418,0.03986,0.09929,2.96211
"186","2016","United Arab Emirates","28",6.573,1.57352,0.72993,0.87114,0.56215,0.35561,0.26591,2.21507
"187","2016","Uruguay","29",6.545,1.18157,0.72183,1.03143,0.54388,0.21394,0.18056,2.67139
"188","2016","Malta","30",6.488,1.30782,0.80315,1.09879,0.54994,0.17554,0.56237,1.99032
"189","2016","Colombia","31",6.481,1.03032,0.59659,1.02169,0.44735,0.05399,0.15626,3.17471
"190","2016","France","32",6.478,1.39488,0.83795,1.00508,0.46562,0.17808,0.1216,2.4744
"191","2016","Thailand","33",6.474,1.0893,0.64915,1.04477,0.49553,0.02833,0.58696,2.5796
"192","2016","Saudi Arabia","34",6.379,1.48953,0.59267,0.84829,0.37904,0.30008,0.15457,2.61482
"193","2016","Taiwan","34",6.379,1.39729,0.79565,0.92624,0.32377,0.0663,0.25495,2.61523
"194","2016","Qatar","36",6.375,1.82427,0.71723,0.87964,0.56679,0.48049,0.32388,1.58224
"195","2016","Spain","37",6.361,1.34253,0.87896,1.12945,0.37545,0.06137,0.17665,2.39663
"196","2016","Algeria","38",6.355,1.05266,0.61804,0.83309,0.21006,0.16157,0.07044,3.40904
"197","2016","Guatemala","39",6.324,0.83454,0.54039,0.87119,0.50379,0.08701,0.28808,3.19863
"198","2016","Suriname","40",6.269,1.09686,0.50933,0.77866,0.52234,0.12692,0.16665,3.06852
"199","2016","Kuwait","41",6.239,1.61714,0.63569,0.87758,0.43166,0.23669,0.15965,2.28085
"200","2016","Bahrain","42",6.218,1.44024,0.65696,0.94397,0.47375,0.25772,0.17147,2.27405
